DBCODE,ENTITY,YEAR,DATE,STREAM,SITE,SITE_CODE,VISIT_NO,SAMPLING_TYPE,TOTAL_SAMPLING_EFFORT,SAMPLING_TEAM,REACH_LENGTH,AVERAGE_WETTED_WIDTH,AREA_SAMPLED,FIELD_LATITUDE_TOP_NET,FIELD_LONGITUDE_TOP_NET,FIELD_LATITUDE_BOTTOM_NET,FIELD_LONGITUDE_BOTTOM_NET,SHOCK_LEAD,NET_TEAM,PROCESSING,COMMENTS
AS011,4,2018,2018-08-15,"Lookout","L703_UPPER","L906",1,"Recap",UD,"STREAM TEAM",57,5.91,336.7,44.229180,-122.128700,44.229230,-122.129670,"Will","Lauren, Sarah","Brooke",""
AS011,4,2018,2018-08-20,"McRae","MCTW_UPPER","RT_690_793",1,"Mark",UD,"STREAM TEAM",70,1.61,112.9,44.257400,-122.181300,44.256910,-122.180740,"Sarah","Brooke, Will","Lauren","upstream 50m from previous Warren sampling"
AS011,4,2018,2018-08-21,"McRae","M404_LOWER","R620",1,"Mark",UD,"STREAM TEAM",45,7.85,353.4,44.244800,-122.193080,44.244580,-122.193540,"Lauren","Brooke, Will","Sarah",""
AS011,4,2018,2018-08-21,"McRae","MCTW_UPPER","RT_690_793",1,"Recap",UD,"STREAM TEAM",70,1.61,112.9,44.257400,-122.181300,44.256910,-122.180740,"Sarah","Brooke, Will","Lauren","upstream 50m from previous Warren sampling"
AS011,4,2018,2018-08-22,"McRae","M404_LOWER","R620",1,"Recap",UD,"STREAM TEAM",45,7.85,353.4,44.244800,-122.193080,44.244580,-122.193540,"Lauren","Brooke, Will","Sarah",""
AS011,4,2018,2018-08-27,"Mack","MACK_HW_BELOW_EOF","M864",1,"Mark",UD,"STREAM TEAM",76,4.97,377.9,44.213000,-122.159850,44.213320,-122.160600,"Will","Brooke, Emilee","Lauren",""
AS011,4,2018,2018-08-28,"Mack","MACK_HW_ABOVE_EOF","M881",1,"Mark",UD,"STREAM TEAM",65,4.34,282.3,44.212380,-122.158810,44.212050,-122.159790,"Lauren","Will, Emilee","Brooke",""
AS011,4,2018,2018-08-28,"Mack","MACK_HW_BELOW_EOF","M864",1,"Recap",UD,"STREAM TEAM",76,4.97,377.9,44.213000,-122.159850,44.213320,-122.160600,"Will","Brooke, Emilee","Lauren",""
AS011,4,2018,2018-08-29,"Mack","MACK_HW_ABOVE_EOF","M881",1,"Recap",U,"STREAM TEAM",65,4.34,282.3,44.212380,-122.158810,44.212050,-122.159790,"Lauren","Will, Emilee","Brooke","Recap day sampling incomplete due to smoke/deteriorating conditions, only completed upstream pass"
AS011,4,2019,2019-07-21,"McRae","MCRAE_SCALER_ADD","R556",1,"Mark",UD,"STREAM TEAM",67,5.30,358.0,44.234540,-122.207150,44.234100,-122.207920,"Emilee, Mike","Emilee, Mike, Erik","Najma, Lauren","Emilee shocked up, Mike shocked down, if not shocking then netting"
AS011,4,2019,2019-07-22,"McRae","MCRAE_SCALER_ADD","R556",1,"Recap",UD,"STREAM TEAM",67,5.30,358.0,44.234540,-122.207150,44.234100,-122.207920,"Emilee, Mike","Emilee, Mike, Erik","Najma, Lauren","Emilee shocked up, Mike shocked down, if not shocking then netting"
AS011,4,2019,2019-07-22,"McRae","MCRAE_SCALER_DEPL","R557",1,"Mark",UD,"STREAM TEAM",70,6.00,418.6,44.234810,-122.306340,44.234540,-122.207150,"Lauren","Najma, Erik","Emilee, Mike",""
AS011,4,2019,2019-07-23,"McRae","MCRAE_SCALER_DEPL","R557",1,"Recap",UD,"STREAM TEAM",70,6.00,418.6,44.234810,-122.306340,44.234540,-122.207150,"Lauren","Najma, Erik","Emilee, Mike",""
AS011,4,2019,2019-07-29,"McRae","MCRAE_SCALER_CONTROL","R558",1,"Mark",UD,"STREAM TEAM",73,5.00,366.7,44.235270,-122.205660,44.234810,-122.306340,"Lauren","Francisco, Erik, Emilee","Sherri, Erik, Emilee","Netting: Erik downstream, Emilee upstream"
AS011,4,2019,2019-07-30,"McRae","MCRAE_BELOW_CULVERT","R818",1,"Mark",UD,"STREAM TEAM",75,3.60,270.3,44.255550,-122.168770,44.255140,-122.169430,"Francisco","Emilee, Erik, Alvaro","Lauren, Alvaro, Erik",""
AS011,4,2019,2019-07-30,"McRae","MCRAE_SCALER_CONTROL","R558",1,"Recap",UD,"STREAM TEAM",73,5.00,366.7,44.235270,-122.205660,44.234810,-122.306340,"Lauren","Francisco, Erik, Emilee","Sherri, Erik, Emilee","Netting: Erik downstream, Emilee upstream"
AS011,4,2019,2019-07-31,"McRae","MCRAE_BELOW_CULVERT","R818",1,"Recap",UD,"STREAM TEAM",75,3.60,270.3,44.255550,-122.168770,44.255140,-122.169430,"Francisco","Emilee, Erik, Alvaro","Lauren, Alvaro, Erik",""
AS011,4,2019,2019-07-31,"McRae","MCRAE_STREON","R834",1,"Mark",UD,"STREAM TEAM",67,4.00,270.3,44.256140,-122.167720,44.255760,-122.168220,"Francisco","Erik, Alvaro, Allison","Emilee, Allison","Netting: Alvaro upstream, Allison downstream; Processing: Allison up"
AS011,4,2019,2019-08-01,"McRae","MCRAE_STREON","R834",1,"Recap",UD,"STREAM TEAM",67,4.00,270.3,44.256140,-122.167720,44.255760,-122.168220,"Francisco","Erik, Alvaro, Allison","Emilee, Allison","Netting: Alvaro upstream, Allison downstream; Processing: Allison up"
AS011,4,2019,2019-08-12,"Lookout","L701_LOWER","L755",1,"Mark",UDUD,"STREAM TEAM",78,7.20,557.6,44.233760,-122.153240,44.233550,-122.154090,"Emilee","Erik, Francisco","Najma, Lauren",""
AS011,4,2019,2019-08-13,"Lookout","L701_LOWER","L755",1,"Recap",UD,"STREAM TEAM",78,7.20,557.6,44.233760,-122.153240,44.233550,-122.154090,"Emilee","Erik, Francisco","Najma, Lauren",""
AS011,4,2019,2019-08-13,"Lookout","LO_SCALER_CONTROL","L1003",1,"Mark",UD,"STREAM TEAM",75,5.20,393.3,44.222500,-122.118010,44.222960,-122.118590,"Francisco","Lauren, Najma","Emilee, Erik",""
AS011,4,2019,2019-08-14,"Lookout","LO_SCALER_CONTROL","L1003",1,"Recap",UD,"STREAM TEAM",75,5.20,393.3,44.222500,-122.118010,44.222960,-122.118590,"Francisco","Lauren, Najma","Emilee, Erik",""
AS011,4,2019,2019-08-14,"McRae","MCTW_UPPER","RT_690_793",1,"Mark",UD,"STREAM TEAM",49,1.80,89.5,44.257340,-122.181060,44.256840,-122.180660,"","","","Shock lead, net team, and processing not recorded"
AS011,4,2019,2019-08-15,"McRae","MCTW_UPPER","RT_690_793",1,"Recap",UD,"STREAM TEAM",49,1.80,89.5,44.257340,-122.181060,44.256840,-122.180660,"","","","Shock lead, net team, and processing not recorded"
